Location,TimeFrame,DataFormat,Data
EDISON 54 JT,2008,Percent,LNE
ELBERT 200,2008,Percent,0.58
ELIZABETH C-1,2008,Percent,0.72
ELLICOTT 22,2008,Percent,0.59
ENGLEWOOD 1,2008,Percent,0.57
FALCON 49,2008,Percent,0.74
FLORENCE RE-2,2008,Percent,0.78
FORT MORGAN RE-3,2008,Percent,0.5
FOUNTAIN 8,2008,Percent,0.73
FOWLER R-4J,2008,Percent,0.74
FRENCHMAN RE-3,2008,Percent,LNE
GARFIELD 16,2008,Percent,0.61
GARFIELD RE-2,2008,Percent,0.57
GENOA-HUGO C113,2008,Percent,LNE
GILPIN COUNTY RE-1,2008,Percent,0.84
GRANADA RE-1,2008,Percent,LNE
GREELEY 6,2008,Percent,0.57
GUNNISON WATERSHED RE1J,2008,Percent,0.72
HANOVER 28,2008,Percent,LNE
HARRISON 2,2008,Percent,0.59
HAXTUN RE-2J,2008,Percent,0.7
HAYDEN RE-1,2008,Percent,0.9
HINSDALE COUNTY RE 1,2008,Percent,LNE
HI-PLAINS R-23,2008,Percent,LNE
HOEHNE REORGANIZED 3,2008,Percent,0.81
HOLLY RE-3,2008,Percent,0.71
HOLYOKE RE-1J,2008,Percent,0.76
HUERFANO RE-1,2008,Percent,0.51
IDALIA SCHOOL DISTRICT RJ-3,2008,Percent,LNE
IGNACIO 11 JT,2008,Percent,0.68
JEFFERSON COUNTY R-1,2008,Percent,0.72
JOHNSTOWN-MILLIKEN RE-5J,2008,Percent,0.64
JULESBURG RE-1,2008,Percent,0.76
KARVAL RE-23,2008,Percent,LNE
KEENESBURG RE-3(J),2008,Percent,0.61
KIM REORGANIZED 88,2008,Percent,LNE
KIOWA C-2,2008,Percent,0.48
KIT CARSON R-1,2008,Percent,LNE
LA VETA RE-2,2008,Percent,0.79
LAKE COUNTY R-1,2008,Percent,0.63
LAMAR RE-2,2008,Percent,0.57
LAS ANIMAS RE-1,2008,Percent,0.8
LEWIS-PALMER 38,2008,Percent,0.86
LIBERTY SCHOOL DISTRICT J-4,2008,Percent,LNE
LIMON RE-4J,2008,Percent,0.75
LITTLETON 6,2008,Percent,0.8
LONE STAR 101,2008,Percent,LNE
MANCOS RE-6,2008,Percent,0.69
MANITOU SPRINGS 14,2008,Percent,0.78
MANZANOLA 3J,2008,Percent,LNE
MAPLETON 1,2008,Percent,0.41
MC CLAVE RE-2,2008,Percent,0.68
MEEKER RE1,2008,Percent,0.71
MESA COUNTY VALLEY 51,2008,Percent,0.67
MIAMI/YODER 60 JT,2008,Percent,LNE
MOFFAT 2,2008,Percent,LNE
MOFFAT COUNTY RE:NO 1,2008,Percent,0.64
MONTE VISTA C-8,2008,Percent,0.57
MONTEZUMA-CORTEZ RE-1,2008,Percent,0.44
MONTROSE COUNTY RE-1J,2008,Percent,0.65
MOUNTAIN VALLEY RE 1,2008,Percent,LNE
NORTH CONEJOS RE-1J,2008,Percent,0.75
NORTH PARK R-1,2008,Percent,0.9
NORTHGLENN-THORNTON 12,2008,Percent,0.64
NORWOOD R-2J,2008,Percent,0.95
OTIS R-3,2008,Percent,LNE
OURAY R-1,2008,Percent,0.81
PARK (ESTES PARK) R-3,2008,Percent,0.77
PARK COUNTY RE-2,2008,Percent,0.63
PAWNEE RE-12,2008,Percent,LNE
PEYTON 23 JT,2008,Percent,0.75
PLAINVIEW RE-2,2008,Percent,LNE
PLATEAU RE-5,2008,Percent,LNE
PLATEAU VALLEY 50,2008,Percent,0.61
PLATTE CANYON 1,2008,Percent,0.88
PLATTE VALLEY RE-3,2008,Percent,LNE
PLATTE VALLEY RE-7,2008,Percent,0.57
POUDRE R-1,2008,Percent,0.79
PRAIRIE RE-11,2008,Percent,LNE
PRIMERO REORGANIZED 2,2008,Percent,LNE
PRITCHETT RE-3,2008,Percent,LNE
PUEBLO CITY 60,2008,Percent,0.66
PUEBLO COUNTY RURAL 70,2008,Percent,0.71
RANGELY RE-4,2008,Percent,0.55
RIDGWAY R-2,2008,Percent,0.83
ROARING FORK RE-1,2008,Percent,0.55
ROCKY FORD R-2,2008,Percent,0.56
SALIDA R-32,2008,Percent,0.68
SANFORD 6J,2008,Percent,0.63
SANGRE DE CRISTO RE-22J,2008,Percent,0.65
SARGENT RE-33J,2008,Percent,0.74
SHERIDAN 2,2008,Percent,0.35
SIERRA GRANDE R-30,2008,Percent,LNE
SILVERTON 1,2008,Percent,LNE
SOUTH CONEJOS RE-10,2008,Percent,0.75
SOUTH ROUTT RE 3,2008,Percent,0.65
SPRINGFIELD RE-4,2008,Percent,0.7
ST VRAIN VALLEY RE 1J,2008,Percent,0.66
STEAMBOAT SPRINGS RE-2,2008,Percent,0.86
STRASBURG 31J,2008,Percent,0.57
EAGLE COUNTY RE 50,2009,Percent,0.64
EAST GRAND 2,2009,Percent,0.76
EAST OTERO R-1,2009,Percent,0.48
EAST YUMA COUNTY RJ-2,2009,Percent,N/A
EATON RE-2,2009,Percent,0.78
EDISON 54 JT,2009,Percent,LNE
ELBERT 200,2009,Percent,0.59
ELIZABETH C-1,2009,Percent,0.71
ELLICOTT 22,2009,Percent,0.65
ENGLEWOOD 1,2009,Percent,0.48
FALCON 49,2009,Percent,0.72
FLORENCE RE-2,2009,Percent,0.74
FORT MORGAN RE-3,2009,Percent,0.6
FOUNTAIN 8,2009,Percent,0.75
FOWLER R-4J,2009,Percent,0.81
FRENCHMAN RE-3,2009,Percent,0.7
GARFIELD 16,2009,Percent,0.55
GARFIELD RE-2,2009,Percent,0.56
GENOA-HUGO C113,2009,Percent,LNE
GILPIN COUNTY RE-1,2009,Percent,0.76
GRANADA RE-1,2009,Percent,0.59
GREELEY 6,2009,Percent,0.57
GUNNISON WATERSHED RE1J,2009,Percent,0.79
HANOVER 28,2009,Percent,LNE
HARRISON 2,2009,Percent,0.59
HAXTUN RE-2J,2009,Percent,0.78
HAYDEN RE-1,2009,Percent,0.68
HINSDALE COUNTY RE 1,2009,Percent,LNE
HI-PLAINS R-23,2009,Percent,LNE
HOEHNE REORGANIZED 3,2009,Percent,0.88
HOLLY RE-3,2009,Percent,0.67
HOLYOKE RE-1J,2009,Percent,0.63
HUERFANO RE-1,2009,Percent,0.56
IDALIA SCHOOL DISTRICT RJ-3,2009,Percent,LNE
IGNACIO 11 JT,2009,Percent,0.47
JEFFERSON COUNTY R-1,2009,Percent,0.72
JOHNSTOWN-MILLIKEN RE-5J,2009,Percent,0.7
JULESBURG RE-1,2009,Percent,LNE
KARVAL RE-23,2009,Percent,LNE
KEENESBURG RE-3(J),2009,Percent,0.62
KIM REORGANIZED 88,2009,Percent,LNE
KIOWA C-2,2009,Percent,0.79
KIT CARSON R-1,2009,Percent,LNE
LA VETA RE-2,2009,Percent,LNE
LAKE COUNTY R-1,2009,Percent,0.76
LAMAR RE-2,2009,Percent,0.6
LAS ANIMAS RE-1,2009,Percent,0.86
LEWIS-PALMER 38,2009,Percent,0.85
LIBERTY SCHOOL DISTRICT J-4,2009,Percent,LNE
LIMON RE-4J,2009,Percent,0.69
LITTLETON 6,2009,Percent,0.79
LONE STAR 101,2009,Percent,LNE
MANCOS RE-6,2009,Percent,0.79
MANITOU SPRINGS 14,2009,Percent,0.78
MANZANOLA 3J,2009,Percent,LNE
MAPLETON 1,2009,Percent,0.35
MC CLAVE RE-2,2009,Percent,0.71
MEEKER RE1,2009,Percent,0.71
MESA COUNTY VALLEY 51,2009,Percent,0.64
MIAMI/YODER 60 JT,2009,Percent,0.74
MOFFAT 2,2009,Percent,0.63
MOFFAT COUNTY RE:NO 1,2009,Percent,0.58
MONTE VISTA C-8,2009,Percent,0.62
MONTEZUMA-CORTEZ RE-1,2009,Percent,0.49
MONTROSE COUNTY RE-1J,2009,Percent,0.63
MOUNTAIN VALLEY RE 1,2009,Percent,LNE
NORTH CONEJOS RE-1J,2009,Percent,0.8
NORTH PARK R-1,2009,Percent,0.58
NORTHGLENN-THORNTON 12,2009,Percent,0.63
NORWOOD R-2J,2009,Percent,0.75
OTIS R-3,2009,Percent,LNE
OURAY R-1,2009,Percent,0.84
PARK (ESTES PARK) R-3,2009,Percent,0.73
PARK COUNTY RE-2,2009,Percent,0.7
PAWNEE RE-12,2009,Percent,LNE
PEYTON 23 JT,2009,Percent,0.86
PLAINVIEW RE-2,2009,Percent,LNE
PLATEAU RE-5,2009,Percent,LNE
PLATEAU VALLEY 50,2009,Percent,0.82
PLATTE CANYON 1,2009,Percent,0.81
PLATTE VALLEY RE-3,2009,Percent,LNE
PLATTE VALLEY RE-7,2009,Percent,0.55
POUDRE R-1,2009,Percent,0.76
PRAIRIE RE-11,2009,Percent,LNE
PRIMERO REORGANIZED 2,2009,Percent,LNE
PRITCHETT RE-3,2009,Percent,LNE
PUEBLO CITY 60,2009,Percent,0.67
PUEBLO COUNTY RURAL 70,2009,Percent,0.69
RANGELY RE-4,2009,Percent,0.68
RIDGWAY R-2,2009,Percent,0.89
ROARING FORK RE-1,2009,Percent,0.52
ROCKY FORD R-2,2009,Percent,0.53
SALIDA R-32,2009,Percent,0.76
SANFORD 6J,2009,Percent,0.79
SANGRE DE CRISTO RE-22J,2009,Percent,0.48
SARGENT RE-33J,2009,Percent,0.78
SHERIDAN 2,2009,Percent,0.36
SIERRA GRANDE R-30,2009,Percent,0.58
SILVERTON 1,2009,Percent,LNE
SOUTH CONEJOS RE-10,2009,Percent,LNE
SOUTH ROUTT RE 3,2009,Percent,0.5
SPRINGFIELD RE-4,2009,Percent,LNE
ST VRAIN VALLEY RE 1J,2009,Percent,0.66
STEAMBOAT SPRINGS RE-2,2009,Percent,0.83
STRASBURG 31J,2009,Percent,0.61
EAGLE COUNTY RE 50,2012,Percent,0.71805
EAST GRAND 2,2012,Percent,0.76768
EAST OTERO R-1,2012,Percent,0.54
EAST YUMA COUNTY RJ-2,2012,Percent,N/A
EATON RE-2,2012,Percent,0.77698
EDISON 54 JT,2012,Percent,N/A
ELBERT 200,2012,Percent,N/A
ELIZABETH C-1,2012,Percent,0.73632
ELLICOTT 22,2012,Percent,0.61842
ENGLEWOOD 1,2012,Percent,0.50549
FALCON 49,2012,Percent,0.72805
FLORENCE RE-2,2012,Percent,0.64167
FORT MORGAN RE-3,2012,Percent,0.55738
FOUNTAIN 8,2012,Percent,0.65902
FOWLER R-4J,2012,Percent,0.74074
FRENCHMAN RE-3,2012,Percent,N/A
GARFIELD 16,2012,Percent,0.5
GARFIELD RE-2,2012,Percent,0.64439
GENOA-HUGO C113,2012,Percent,N/A
GILPIN COUNTY RE-1,2012,Percent,0.66667
GRANADA RE-1,2012,Percent,N/A
GREELEY 6,2012,Percent,0.55369
GUNNISON WATERSHED RE1J,2012,Percent,0.77241
HANOVER 28,2012,Percent,0.8125
HARRISON 2,2012,Percent,0.61167
HAXTUN RE-2J,2012,Percent,N/A
HAYDEN RE-1,2012,Percent,0.65
HINSDALE COUNTY RE 1,2012,Percent,N/A
HI-PLAINS R-23,2012,Percent,N/A
HOEHNE REORGANIZED 3,2012,Percent,0.69565
HOLLY RE-3,2012,Percent,0.70588
HOLYOKE RE-1J,2012,Percent,0.59615
HUERFANO RE-1,2012,Percent,0.6129
IDALIA SCHOOL DISTRICT RJ-3,2012,Percent,N/A
IGNACIO 11 JT,2012,Percent,0.55357
JEFFERSON COUNTY R-1,2012,Percent,0.75238
JOHNSTOWN-MILLIKEN RE-5J,2012,Percent,0.68662
JULESBURG RE-1,2012,Percent,N/A
KARVAL RE-23,2012,Percent,N/A
KEENESBURG RE-3(J),2012,Percent,0.61963
KIM REORGANIZED 88,2012,Percent,N/A
KIOWA C-2,2012,Percent,0.73077
KIT CARSON R-1,2012,Percent,N/A
LA VETA RE-2,2012,Percent,0.83333
LAKE COUNTY R-1,2012,Percent,0.39796
LAMAR RE-2,2012,Percent,0.5812
LAS ANIMAS RE-1,2012,Percent,0.85366
LEWIS-PALMER 38,2012,Percent,0.84634
LIBERTY SCHOOL DISTRICT J-4,2012,Percent,N/A
LIMON RE-4J,2012,Percent,0.75
LITTLETON 6,2012,Percent,0.81478
LONE STAR 101,2012,Percent,N/A
MANCOS RE-6,2012,Percent,0.7027
MANITOU SPRINGS 14,2012,Percent,0.7732
MANZANOLA 3J,2012,Percent,N/A
MAPLETON 1,2012,Percent,0.46958
MC CLAVE RE-2,2012,Percent,0.65
MEEKER RE1,2012,Percent,0.64444
MESA COUNTY VALLEY 51,2012,Percent,0.65615
MIAMI/YODER 60 JT,2012,Percent,N/A
MOFFAT 2,2012,Percent,N/A
MOFFAT COUNTY RE:NO 1,2012,Percent,0.56604
MONTE VISTA C-8,2012,Percent,0.50649
MONTEZUMA-CORTEZ RE-1,2012,Percent,0.47442
MONTROSE COUNTY RE-1J,2012,Percent,0.56989
MOUNTAIN VALLEY RE 1,2012,Percent,N/A
NORTH CONEJOS RE-1J,2012,Percent,0.85484
NORTH PARK R-1,2012,Percent,N/A
NORTHGLENN-THORNTON 12,2012,Percent,0.63653
NORWOOD R-2J,2012,Percent,0.70588
OTIS R-3,2012,Percent,N/A
OURAY R-1,2012,Percent,N/A
PARK (ESTES PARK) R-3,2012,Percent,0.65385
PARK COUNTY RE-2,2012,Percent,0.77273
PAWNEE RE-12,2012,Percent,N/A
PEYTON 23 JT,2012,Percent,0.68085
PLAINVIEW RE-2,2012,Percent,N/A
PLATEAU RE-5,2012,Percent,N/A
PLATEAU VALLEY 50,2012,Percent,0.64
PLATTE CANYON 1,2012,Percent,0.72131
PLATTE VALLEY RE-3,2012,Percent,N/A
PLATTE VALLEY RE-7,2012,Percent,0.66667
POUDRE R-1,2012,Percent,0.79268
PRAIRIE RE-11,2012,Percent,N/A
PRIMERO REORGANIZED 2,2012,Percent,N/A
PRITCHETT RE-3,2012,Percent,N/A
PUEBLO CITY 60,2012,Percent,0.6515
PUEBLO COUNTY RURAL 70,2012,Percent,0.71451
RANGELY RE-4,2012,Percent,0.70968
RIDGWAY R-2,2012,Percent,0.7
ROARING FORK RE-1,2012,Percent,0.66841
ROCKY FORD R-2,2012,Percent,0.46377
SALIDA R-32,2012,Percent,0.71622
SANFORD 6J,2012,Percent,0.84
SANGRE DE CRISTO RE-22J,2012,Percent,0.72
SARGENT RE-33J,2012,Percent,0.78947
SHERIDAN 2,2012,Percent,0.47191
SIERRA GRANDE R-30,2012,Percent,N/A
SILVERTON 1,2012,Percent,N/A
SOUTH CONEJOS RE-10,2012,Percent,0.66667
SOUTH ROUTT RE 3,2012,Percent,0.75
SPRINGFIELD RE-4,2012,Percent,0.47059
ST VRAIN VALLEY RE 1J,2012,Percent,0.68956
STEAMBOAT SPRINGS RE-2,2012,Percent,0.80556
STRASBURG 31J,2012,Percent,0.62338
EAGLE COUNTY RE 50,2013,Percent,0.667
EAST GRAND 2,2013,Percent,0.728
EAST OTERO R-1,2013,Percent,0.547
EAST YUMA COUNTY RJ-2,2013,Percent,N/A
EATON RE-2,2013,Percent,0.801
EDISON 54 JT,2013,Percent,LNE
ELBERT 200,2013,Percent,0.789
ELIZABETH C-1,2013,Percent,0.672
ELLICOTT 22,2013,Percent,0.517
ENGLEWOOD 1,2013,Percent,0.581
FALCON 49,2013,Percent,0.776
FLORENCE RE-2,2013,Percent,0.74
FORT MORGAN RE-3,2013,Percent,0.705
FOUNTAIN 8,2013,Percent,0.693
FOWLER R-4J,2013,Percent,0.694
FRENCHMAN RE-3,2013,Percent,0.5
GARFIELD 16,2013,Percent,0.506
GARFIELD RE-2,2013,Percent,0.707
GENOA-HUGO C113,2013,Percent,0.706
GILPIN COUNTY RE-1,2013,Percent,0.75
GRANADA RE-1,2013,Percent,LNE
GREELEY 6,2013,Percent,0.555
GUNNISON WATERSHED RE1J,2013,Percent,0.776
HANOVER 28,2013,Percent,0.5
HARRISON 2,2013,Percent,0.701
HAXTUN RE-2J,2013,Percent,0.762
HAYDEN RE-1,2013,Percent,0.821
HINSDALE COUNTY RE 1,2013,Percent,LNE
HI-PLAINS R-23,2013,Percent,LNE
HOEHNE REORGANIZED 3,2013,Percent,0.444
HOLLY RE-3,2013,Percent,0.5
HOLYOKE RE-1J,2013,Percent,0.707
HUERFANO RE-1,2013,Percent,0.519
IDALIA SCHOOL DISTRICT RJ-3,2013,Percent,LNE
IGNACIO 11 JT,2013,Percent,0.417
JEFFERSON COUNTY R-1,2013,Percent,0.76
JOHNSTOWN-MILLIKEN RE-5J,2013,Percent,0.736
JULESBURG RE-1,2013,Percent,0.737
KARVAL RE-23,2013,Percent,LNE
KEENESBURG RE-3(J),2013,Percent,0.688
KIM REORGANIZED 88,2013,Percent,LNE
KIOWA C-2,2013,Percent,0.571
KIT CARSON R-1,2013,Percent,LNE
LA VETA RE-2,2013,Percent,0.684
LAKE COUNTY R-1,2013,Percent,0.441
LAMAR RE-2,2013,Percent,0.576
LAS ANIMAS RE-1,2013,Percent,0.83
LEWIS-PALMER 38,2013,Percent,0.844
LIBERTY SCHOOL DISTRICT J-4,2013,Percent,LNE
LIMON RE-4J,2013,Percent,0.767
LITTLETON 6,2013,Percent,0.828
LONE STAR 101,2013,Percent,LNE
MANCOS RE-6,2013,Percent,0.6
MANITOU SPRINGS 14,2013,Percent,0.794
MANZANOLA 3J,2013,Percent,LNE
MAPLETON 1,2013,Percent,0.49
MC CLAVE RE-2,2013,Percent,0.75
MEEKER RE1,2013,Percent,0.698
MESA COUNTY VALLEY 51,2013,Percent,0.669
MIAMI/YODER 60 JT,2013,Percent,LNE
MOFFAT 2,2013,Percent,LNE
MOFFAT COUNTY RE:NO 1,2013,Percent,0.65
MONTE VISTA C-8,2013,Percent,0.494
MONTEZUMA-CORTEZ RE-1,2013,Percent,0.47
MONTROSE COUNTY RE-1J,2013,Percent,0.655
MOUNTAIN VALLEY RE 1,2013,Percent,LNE
NORTH CONEJOS RE-1J,2013,Percent,0.667
NORTH PARK R-1,2013,Percent,LNE
NORTHGLENN-THORNTON 12,2013,Percent,0.638
NORWOOD R-2J,2013,Percent,0.625
OTIS R-3,2013,Percent,LNE
OURAY R-1,2013,Percent,LNE
PARK (ESTES PARK) R-3,2013,Percent,0.631
PARK COUNTY RE-2,2013,Percent,0.646
PAWNEE RE-12,2013,Percent,LNE
PEYTON 23 JT,2013,Percent,0.787
PLAINVIEW RE-2,2013,Percent,LNE
PLATEAU RE-5,2013,Percent,0.882
PLATEAU VALLEY 50,2013,Percent,0.407
PLATTE CANYON 1,2013,Percent,0.75
PLATTE VALLEY RE-3,2013,Percent,LNE
PLATTE VALLEY RE-7,2013,Percent,0.551
POUDRE R-1,2013,Percent,0.786
PRAIRIE RE-11,2013,Percent,LNE
PRIMERO REORGANIZED 2,2013,Percent,LNE
PRITCHETT RE-3,2013,Percent,LNE
PUEBLO CITY 60,2013,Percent,0.637
PUEBLO COUNTY RURAL 70,2013,Percent,0.693
RANGELY RE-4,2013,Percent,0.667
RIDGWAY R-2,2013,Percent,0.682
ROARING FORK RE-1,2013,Percent,0.643
ROCKY FORD R-2,2013,Percent,0.521
SALIDA R-32,2013,Percent,0.827
SANFORD 6J,2013,Percent,0.875
SANGRE DE CRISTO RE-22J,2013,Percent,0.765
SARGENT RE-33J,2013,Percent,0.675
SHERIDAN 2,2013,Percent,0.396
SIERRA GRANDE R-30,2013,Percent,0.414
SILVERTON 1,2013,Percent,LNE
SOUTH CONEJOS RE-10,2013,Percent,LNE
SOUTH ROUTT RE 3,2013,Percent,0.478
SPRINGFIELD RE-4,2013,Percent,0.682
ST VRAIN VALLEY RE 1J,2013,Percent,0.717
STEAMBOAT SPRINGS RE-2,2013,Percent,0.865
STRASBURG 31J,2013,Percent,0.568
EAGLE COUNTY RE 50,2014,Percent,0.67008
EAST GRAND 2,2014,Percent,0.76136
EAST OTERO R-1,2014,Percent,0.35922
EAST YUMA COUNTY RJ-2,2014,Percent,N/A
EATON RE-2,2014,Percent,0.82692
EDISON 54 JT,2014,Percent,LNE
ELBERT 200,2014,Percent,LNE
ELIZABETH C-1,2014,Percent,0.71579
ELLICOTT 22,2014,Percent,0.60811
ENGLEWOOD 1,2014,Percent,0.41538
FALCON 49,2014,Percent,0.74065
FLORENCE RE-2,2014,Percent,0.68269
FORT MORGAN RE-3,2014,Percent,0.59709
FOUNTAIN 8,2014,Percent,0.69838
FOWLER R-4J,2014,Percent,0.84375
FRENCHMAN RE-3,2014,Percent,LNE
GARFIELD 16,2014,Percent,0.4
GARFIELD RE-2,2014,Percent,0.65934
GENOA-HUGO C113,2014,Percent,0.88235
GILPIN COUNTY RE-1,2014,Percent,0.62069
GRANADA RE-1,2014,Percent,0.82353
GREELEY 6,2014,Percent,0.55097
GUNNISON WATERSHED RE1J,2014,Percent,0.65605
HANOVER 28,2014,Percent,LNE
HARRISON 2,2014,Percent,0.67162
HAXTUN RE-2J,2014,Percent,0.58333
HAYDEN RE-1,2014,Percent,0.67742
HINSDALE COUNTY RE 1,2014,Percent,LNE
HI-PLAINS R-23,2014,Percent,LNE
HOEHNE REORGANIZED 3,2014,Percent,0.68966
HOLLY RE-3,2014,Percent,0.45455
HOLYOKE RE-1J,2014,Percent,0.77273
HUERFANO RE-1,2014,Percent,0.4
IDALIA SCHOOL DISTRICT RJ-3,2014,Percent,0.375
IGNACIO 11 JT,2014,Percent,0.32692
JEFFERSON COUNTY R-1,2014,Percent,0.75285
JOHNSTOWN-MILLIKEN RE-5J,2014,Percent,0.67754
JULESBURG RE-1,2014,Percent,0.57143
KARVAL RE-23,2014,Percent,LNE
KEENESBURG RE-3(J),2014,Percent,0.72472
KIM REORGANIZED 88,2014,Percent,LNE
KIOWA C-2,2014,Percent,0.69565
KIT CARSON R-1,2014,Percent,LNE
LA VETA RE-2,2014,Percent,0.6875
LAKE COUNTY R-1,2014,Percent,0.39189
LAMAR RE-2,2014,Percent,0.632
LAS ANIMAS RE-1,2014,Percent,0.75
LEWIS-PALMER 38,2014,Percent,0.82488
LIBERTY SCHOOL DISTRICT J-4,2014,Percent,LNE
LIMON RE-4J,2014,Percent,0.86667
LITTLETON 6,2014,Percent,0.83017
LONE STAR 101,2014,Percent,LNE
MANCOS RE-6,2014,Percent,0.60606
MANITOU SPRINGS 14,2014,Percent,0.7732
MANZANOLA 3J,2014,Percent,LNE
MAPLETON 1,2014,Percent,0.42086
MC CLAVE RE-2,2014,Percent,LNE
MEEKER RE1,2014,Percent,0.82692
MESA COUNTY VALLEY 51,2014,Percent,0.64882
MIAMI/YODER 60 JT,2014,Percent,0.53846
MOFFAT 2,2014,Percent,LNE
MOFFAT COUNTY RE:NO 1,2014,Percent,0.61828
MONTE VISTA C-8,2014,Percent,0.45205
MONTEZUMA-CORTEZ RE-1,2014,Percent,0.42211
MONTROSE COUNTY RE-1J,2014,Percent,0.65942
MOUNTAIN VALLEY RE 1,2014,Percent,LNE
NORTH CONEJOS RE-1J,2014,Percent,0.6
NORTH PARK R-1,2014,Percent,LNE
NORTHGLENN-THORNTON 12,2014,Percent,0.64051
NORWOOD R-2J,2014,Percent,0.81818
OTIS R-3,2014,Percent,LNE
OURAY R-1,2014,Percent,LNE
PARK (ESTES PARK) R-3,2014,Percent,0.7375
PARK COUNTY RE-2,2014,Percent,0.73333
PAWNEE RE-12,2014,Percent,LNE
PEYTON 23 JT,2014,Percent,0.65116
PLAINVIEW RE-2,2014,Percent,LNE
PLATEAU RE-5,2014,Percent,LNE
PLATEAU VALLEY 50,2014,Percent,0.6129
PLATTE CANYON 1,2014,Percent,0.81818
PLATTE VALLEY RE-3,2014,Percent,LNE
PLATTE VALLEY RE-7,2014,Percent,0.75904
POUDRE R-1,2014,Percent,0.79796
PRAIRIE RE-11,2014,Percent,LNE
PRIMERO REORGANIZED 2,2014,Percent,LNE
PRITCHETT RE-3,2014,Percent,LNE
PUEBLO CITY 60,2014,Percent,0.60293
PUEBLO COUNTY RURAL 70,2014,Percent,0.71716
RANGELY RE-4,2014,Percent,0.51351
RIDGWAY R-2,2014,Percent,0.80952
ROARING FORK RE-1,2014,Percent,0.60263
ROCKY FORD R-2,2014,Percent,0.51316
SALIDA R-32,2014,Percent,0.78049
SANFORD 6J,2014,Percent,0.7931
SANGRE DE CRISTO RE-22J,2014,Percent,0.90323
SARGENT RE-33J,2014,Percent,0.82353
SHERIDAN 2,2014,Percent,0.50538
SIERRA GRANDE R-30,2014,Percent,0.31579
SILVERTON 1,2014,Percent,LNE
SOUTH CONEJOS RE-10,2014,Percent,LNE
SOUTH ROUTT RE 3,2014,Percent,0.45
SPRINGFIELD RE-4,2014,Percent,0.66667
ST VRAIN VALLEY RE 1J,2014,Percent,0.70978
STEAMBOAT SPRINGS RE-2,2014,Percent,0.85417
STRASBURG 31J,2014,Percent,0.89063
SUMMIT RE-1,2010,Percent,0.68
SWINK 33,2010,Percent,0.71
TELLURIDE R-1,2010,Percent,0.88
THOMPSON R-2J,2010,Percent,0.71
TRINIDAD 1,2010,Percent,0.61
VALLEY RE-1,2010,Percent,0.68
VILAS RE-5,2010,Percent,LNE
WALSH RE-1,2010,Percent,LNE
WELD COUNTY RE-1,2010,Percent,0.62
WELD COUNTY S/D RE-8,2010,Percent,0.47
WELDON VALLEY RE-20(J),2010,Percent,LNE
WEST END RE-2,2010,Percent,0.78
WEST GRAND 1-JT,2010,Percent,0.69
WEST YUMA COUNTY RJ-1,2010,Percent,N/A
WESTMINSTER 50,2010,Percent,0.35
WIDEFIELD 3,2010,Percent,0.59
WIGGINS RE-50(J),2010,Percent,0.74
WILEY RE-13 JT,2010,Percent,LNE
WINDSOR RE-4,2010,Percent,0.8
WOODLAND PARK RE-2,2010,Percent,0.76
WOODLIN R-104,2010,Percent,LNE
WRAY SCHOOL DISTRICT RD-2,2010,Percent,0.63
YUMA SCHOOL DISTRICT 1,2010,Percent,0.49
SUMMIT RE-1,2011,Percent,0.71
SWINK 33,2011,Percent,0.83
TELLURIDE R-1,2011,Percent,0.8
THOMPSON R-2J,2011,Percent,0.73
TRINIDAD 1,2011,Percent,0.55
VALLEY RE-1,2011,Percent,0.65
VILAS RE-5,2011,Percent,0.56
WALSH RE-1,2011,Percent,LNE
WELD COUNTY RE-1,2011,Percent,0.63
WELD COUNTY S/D RE-8,2011,Percent,0.38
WELDON VALLEY RE-20(J),2011,Percent,LNE
WEST END RE-2,2011,Percent,0.78
WEST GRAND 1-JT,2011,Percent,0.86
WEST YUMA COUNTY RJ-1,2011,Percent,N/A
WESTMINSTER 50,2011,Percent,0.37
WIDEFIELD 3,2011,Percent,0.59
WIGGINS RE-50(J),2011,Percent,0.88
WILEY RE-13 JT,2011,Percent,0.59
WINDSOR RE-4,2011,Percent,0.78
WOODLAND PARK RE-2,2011,Percent,0.78
WOODLIN R-104,2011,Percent,LNE
WRAY SCHOOL DISTRICT RD-2,2011,Percent,0.77
YUMA SCHOOL DISTRICT 1,2011,Percent,0.63
STRATTON R-4,2008,Percent,LNE
SUMMIT RE-1,2008,Percent,0.73
SWINK 33,2008,Percent,0.93
TELLURIDE R-1,2008,Percent,0.87
THOMPSON R-2J,2008,Percent,0.75
TRINIDAD 1,2008,Percent,0.64
VALLEY RE-1,2008,Percent,0.67
VILAS RE-5,2008,Percent,0.29
WALSH RE-1,2008,Percent,LNE
WELD COUNTY RE-1,2008,Percent,0.63
WELD COUNTY S/D RE-8,2008,Percent,0.52
WELDON VALLEY RE-20(J),2008,Percent,0.7
WEST END RE-2,2008,Percent,0.58
WEST GRAND 1-JT,2008,Percent,0.76
WEST YUMA COUNTY RJ-1,2008,Percent,N/A
WESTMINSTER 50,2008,Percent,0.43
WIDEFIELD 3,2008,Percent,0.67
WIGGINS RE-50(J),2008,Percent,0.73
WILEY RE-13 JT,2008,Percent,0.86
WINDSOR RE-4,2008,Percent,0.79
WOODLAND PARK RE-2,2008,Percent,0.73
WOODLIN R-104,2008,Percent,LNE
